Modelo,Total_Cup_Points,Prediccion
Voting_Ensemble,81.67,82.46876660410908
Voting_Ensemble,85.33,83.4859588282974
Voting_Ensemble,82.25,82.17097113753813
Voting_Ensemble,79.92,81.26278142709218
Voting_Ensemble,82.33,82.11252771212294
Voting_Ensemble,83.17,82.30304412095035
Voting_Ensemble,81.25,82.16437116893383
Voting_Ensemble,86.08,84.30494287335328
Voting_Ensemble,85.5,81.97523487269247
Voting_Ensemble,82.33,81.90639955475041
Voting_Ensemble,82.42,81.09337247277925
Voting_Ensemble,83.5,83.14261923334989
Voting_Ensemble,83.25,81.20115142813499
Voting_Ensemble,81.17,82.96065471662301
Voting_Ensemble,80.67,81.46229229432846
Voting_Ensemble,85.0,83.26595462902594
Voting_Ensemble,83.08,83.46881700771779
Voting_Ensemble,83.92,81.92309575998324
Voting_Ensemble,78.58,81.2743590522105
Voting_Ensemble,84.17,79.29832219555887
Voting_Ensemble,81.83,82.35237570161915
Voting_Ensemble,83.58,83.6819867594693
Voting_Ensemble,76.5,81.94622863500813
Voting_Ensemble,83.42,82.11709132626646
Voting_Ensemble,82.08,84.05754503613419
Voting_Ensemble,81.83,81.5266204687512
Voting_Ensemble,82.67,81.54508885024761
Voting_Ensemble,85.58,83.18583593710926
Voting_Ensemble,81.42,83.48088888765756
Voting_Ensemble,82.17,81.98771200315468
Voting_Ensemble,83.17,83.43632055538713
Voting_Ensemble,83.0,83.3510221745372
Voting_Ensemble,85.33,83.4733813968757
Voting_Ensemble,81.58,83.329046178535
Voting_Ensemble,83.75,80.4007948283175
Voting_Ensemble,82.5,82.93845828898107
Voting_Ensemble,79.5,80.95152824194004
Voting_Ensemble,80.08,81.65341101976811
Voting_Ensemble,80.67,81.76437376655302
Voting_Ensemble,84.25,83.2463101308147
Voting_Ensemble,80.83,81.86130601345033
Voting_Ensemble,81.5,82.79623057182324
Voting_Ensemble,84.25,82.7220147449966
Voting_Ensemble,82.83,83.06984583318497
Voting_Ensemble,79.83,77.49764958295773
Voting_Ensemble,80.42,82.1569440945921
Voting_Ensemble,83.0,82.9605253008087
Voting_Ensemble,87.08,86.98665042947084
Voting_Ensemble,81.08,81.76303841079545
Voting_Ensemble,75.17,79.80879654960702
Voting_Ensemble,82.5,80.91317491934934
Voting_Ensemble,86.0,82.26430635562961
Voting_Ensemble,82.67,82.8860208097557
Voting_Ensemble,86.08,82.68806309165795
Voting_Ensemble,84.25,84.3247772035786
Voting_Ensemble,79.33,83.52513885506907
Voting_Ensemble,82.0,82.8042005802486
Voting_Ensemble,84.33,83.32309922736675
Voting_Ensemble,81.92,81.79047709495457
Voting_Ensemble,82.0,83.11589250942517
Voting_Ensemble,83.5,80.5306747089641
Voting_Ensemble,82.58,80.20156761977108
Voting_Ensemble,82.08,83.48736727549901
Voting_Ensemble,79.92,80.06266649651066
Voting_Ensemble,83.92,81.39397964459603
Voting_Ensemble,82.92,82.18068630066263
Voting_Ensemble,81.5,81.36250267543143
Voting_Ensemble,81.42,82.66721764006702
Voting_Ensemble,80.17,80.8750710944889
Voting_Ensemble,80.25,82.62212529564236
Voting_Ensemble,83.08,80.86852856066703
Voting_Ensemble,81.83,83.27579683357517
Voting_Ensemble,81.17,80.58957358162728
Voting_Ensemble,83.25,79.17735562985547
Voting_Ensemble,81.0,82.51918557880605
Voting_Ensemble,81.83,82.43646522280316
Voting_Ensemble,86.42,83.30558092709764
Voting_Ensemble,82.33,80.27622880660856
Voting_Ensemble,74.92,78.999097609194
Voting_Ensemble,82.67,83.63658618758043
Voting_Ensemble,85.33,84.87997412026466
Voting_Ensemble,82.0,83.176018765665
Voting_Ensemble,82.42,84.48029940934441
Voting_Ensemble,79.67,80.60885376580745
Voting_Ensemble,82.75,83.59277328874822
Voting_Ensemble,83.33,82.9605253008087
Voting_Ensemble,83.83,81.48882872986049
Voting_Ensemble,84.08,81.91934835134636
Voting_Ensemble,81.83,81.87449385043331
Voting_Ensemble,84.0,83.17232282687974
Voting_Ensemble,83.25,82.87928127269316
Voting_Ensemble,84.0,81.67452137656517
Voting_Ensemble,84.83,81.78567897024634
Voting_Ensemble,81.0,82.79091867941263
Voting_Ensemble,84.0,82.29716701892659
Voting_Ensemble,83.25,82.85973156730253
Voting_Ensemble,84.13,82.74454673863413
Voting_Ensemble,81.75,82.04222399487276
Voting_Ensemble,82.67,82.8039063816318
Voting_Ensemble,83.33,83.34678112778232
Voting_Ensemble,84.25,82.63177711341469
Voting_Ensemble,83.33,82.22100971436798
Voting_Ensemble,84.0,83.18804547601177
Voting_Ensemble,82.83,81.63188200754021
Voting_Ensemble,82.33,83.12350592870824
Voting_Ensemble,85.83,83.16652404857565
Voting_Ensemble,76.33,80.24489963652292
Voting_Ensemble,82.33,81.30316381906464
Voting_Ensemble,82.75,83.0302544621844
Voting_Ensemble,75.5,80.86516517847838
Voting_Ensemble,82.67,81.299457056689
Voting_Ensemble,81.83,82.30785370729917
Voting_Ensemble,83.0,82.89779376495278
Voting_Ensemble,81.08,80.61487699563732
Voting_Ensemble,86.0,83.84279551235971
Voting_Ensemble,83.17,82.36920943943063
Voting_Ensemble,83.17,83.06729662786711
Voting_Ensemble,82.92,83.06155670505551
Voting_Ensemble,85.17,82.49842539044066
Voting_Ensemble,80.67,82.98090428962675
Voting_Ensemble,84.75,82.40025116401455
Voting_Ensemble,84.0,81.0501243195868
Voting_Ensemble,80.75,82.63319748324746
Voting_Ensemble,80.58,81.97824511158957
Voting_Ensemble,74.0,78.58507117813708
Voting_Ensemble,82.25,82.4854082374927
Voting_Ensemble,82.0,80.58136073826934
Voting_Ensemble,82.33,82.4347533517617
Voting_Ensemble,84.67,82.64950117441174
Voting_Ensemble,83.42,83.09498419244262
Voting_Ensemble,83.83,83.30938847302409
Voting_Ensemble,82.08,79.43345540665803
Voting_Ensemble,80.58,82.9605253008087
Voting_Ensemble,83.17,82.49723892357692
Voting_Ensemble,79.75,81.35675502942559
Voting_Ensemble,80.25,79.10145734256392
Voting_Ensemble,80.92,81.48804765306251
Voting_Ensemble,80.0,80.07949031566228
Voting_Ensemble,79.42,78.98446892171164
Voting_Ensemble,86.58,82.35316973909423
Voting_Ensemble,82.83,81.18385291504067
Voting_Ensemble,83.0,81.9900274499837
Voting_Ensemble,86.5,82.59671401679975
Voting_Ensemble,83.67,83.33788886341486
Voting_Ensemble,83.83,81.78988895001476
Voting_Ensemble,83.33,83.19790243740293
Voting_Ensemble,84.17,86.307965728669
Voting_Ensemble,85.42,83.48659002756334
Voting_Ensemble,82.92,79.43120852414904
Voting_Ensemble,84.08,84.14742273981622
Voting_Ensemble,83.5,81.8193430690498
Voting_Ensemble,81.5,81.23486596480177
Voting_Ensemble,78.75,78.67353674622217
Voting_Ensemble,83.92,81.60153362063497
Voting_Ensemble,82.0,82.36920943943063
Voting_Ensemble,83.58,83.04733927880015
Voting_Ensemble,82.92,83.38209739845718
Voting_Ensemble,86.0,83.94164023637326
Voting_Ensemble,84.92,82.41424922197548
Voting_Ensemble,84.58,82.59166626983937
Voting_Ensemble,83.17,82.22154468639467
Voting_Ensemble,82.0,82.02253368990695
Voting_Ensemble,81.67,81.96173604372702
Voting_Ensemble,84.17,82.05372768033791
Voting_Ensemble,82.17,83.42275394460403
Voting_Ensemble,73.5,82.41358403115309
Voting_Ensemble,78.5,80.83031006577123
Voting_Ensemble,81.08,84.51450883119787
Voting_Ensemble,84.92,83.1398058367661
Voting_Ensemble,80.25,80.2626974572152
Voting_Ensemble,80.75,79.55113219697849
Voting_Ensemble,80.75,82.32163481021281
Voting_Ensemble,81.33,83.3510221745372
Voting_Ensemble,78.0,81.0762634599965
Voting_Ensemble,79.0,81.15256999811805
Voting_Ensemble,83.58,83.90441403417795
Voting_Ensemble,82.0,82.85065991070007
Voting_Ensemble,83.42,81.94693919009772
Voting_Ensemble,84.17,81.83230814427498
Voting_Ensemble,78.75,82.60673384039158
Voting_Ensemble,79.75,80.54207905515615
Voting_Ensemble,83.0,82.65180022537275
Voting_Ensemble,84.5,82.93871466734868
Voting_Ensemble,83.08,82.08970924512268
Voting_Ensemble,82.5,81.13158209429922
Voting_Ensemble,83.08,83.74493975570171
Voting_Ensemble,83.25,83.10237831586943
Voting_Ensemble,82.17,82.27714342094912
Voting_Ensemble,82.92,82.03126153471264
Voting_Ensemble,84.42,83.37148820069423
Voting_Ensemble,80.67,82.57188758478911
Voting_Ensemble,81.92,82.80378962970936
Voting_Ensemble,83.5,81.99572425588094
Voting_Ensemble,80.25,82.35207170246049
Voting_Ensemble,85.92,83.34317506597985
Voting_Ensemble,80.33,82.14593117621335
Voting_Ensemble,83.08,82.58287266803545
Voting_Ensemble,82.33,82.20967691855613
Voting_Ensemble,85.83,85.14467690696439
Voting_Ensemble,82.42,80.53407038066668
Voting_Ensemble,84.5,81.94012429031159
Voting_Ensemble,84.92,82.6913174502464
Voting_Ensemble,79.08,82.06534829151629
Voting_Ensemble,82.08,82.8769809914411
Voting_Ensemble,82.75,81.33994897477301
Voting_Ensemble,82.67,82.6445402999529
Voting_Ensemble,83.5,82.99614276211697
Voting_Ensemble,82.25,83.47656891669597
Voting_Ensemble,82.42,83.00668230605378
Voting_Ensemble,83.08,82.54350286413093
Voting_Ensemble,82.67,82.23739017085099
Voting_Ensemble,80.25,82.11428916068145
Voting_Ensemble,77.83,82.33337886583577
Voting_Ensemble,82.33,81.32954471135675
Voting_Ensemble,82.58,82.44788232601412
Voting_Ensemble,76.75,81.50424001573812
Voting_Ensemble,79.75,81.88938849403618
Voting_Ensemble,77.33,78.49201995153705
Voting_Ensemble,81.25,82.28806737865251
Voting_Ensemble,82.75,82.68745856628388
Voting_Ensemble,80.5,80.70927173874774
Voting_Ensemble,81.67,82.41647080888676
Voting_Ensemble,79.0,77.50366171671538
Voting_Ensemble,81.5,81.89557099356598
Voting_Ensemble,83.42,84.35710193973631
Voting_Ensemble,82.75,82.54946512664208
Voting_Ensemble,80.58,82.16109557267572
Voting_Ensemble,80.5,79.96521612349011
Voting_Ensemble,81.67,81.20398796082598
Voting_Ensemble,84.5,81.92790995759793
Voting_Ensemble,81.5,81.63757800634579
Voting_Ensemble,78.58,81.52326402065061
Voting_Ensemble,83.25,84.52724359330601
Voting_Ensemble,83.75,81.51037092274898
Voting_Ensemble,81.08,78.91740841984115
Voting_Ensemble,84.25,80.46348873285802
Voting_Ensemble,81.83,80.64339186999605
Voting_Ensemble,83.75,81.9964641431054
Voting_Ensemble,84.67,81.06471041455518
Voting_Ensemble,81.67,81.9964641431054
Voting_Ensemble,83.5,83.14636380829697
Voting_Ensemble,82.92,83.63658618758043
Voting_Ensemble,82.75,81.86251692037996
Voting_Ensemble,80.25,81.98805271193298
Voting_Ensemble,82.42,82.32611544969973
Voting_Ensemble,83.75,80.30853180790785
Voting_Ensemble,84.25,83.59550493918313
Voting_Ensemble,82.25,81.70552037553578
Voting_Ensemble,81.92,82.64666829457761
Voting_Ensemble,83.83,82.67496731884474
Voting_Ensemble,88.08,85.3784892382625
Voting_Ensemble,84.58,84.59555084399477
XGBoost,82.75,81.35830688476562
XGBoost,83.58,81.81875610351562
XGBoost,82.25,82.14580535888672
XGBoost,80.83,81.83577728271484
XGBoost,79.67,81.62638854980469
XGBoost,81.08,82.6746826171875
XGBoost,83.08,83.11009216308594
XGBoost,82.67,82.47029876708984
XGBoost,81.67,82.43629455566406
XGBoost,85.33,83.35912322998047
XGBoost,82.25,81.8362808227539
XGBoost,79.92,81.47850799560547
XGBoost,82.33,83.30530548095703
XGBoost,83.17,82.45988464355469
XGBoost,81.25,82.10508728027344
XGBoost,86.08,84.58623504638672
XGBoost,85.5,82.0743637084961
XGBoost,82.33,81.60132598876953
XGBoost,82.42,80.7981185913086
XGBoost,83.5,83.13404846191406
XGBoost,83.25,81.128662109375
XGBoost,81.17,82.91875457763672
XGBoost,80.67,81.56877899169922
XGBoost,85.0,82.98860168457031
XGBoost,83.08,83.29452514648438
XGBoost,83.92,81.94003295898438
XGBoost,78.58,80.8296890258789
XGBoost,84.17,79.19369506835938
XGBoost,81.83,82.26016998291016
XGBoost,83.58,84.0283203125
XGBoost,76.5,81.72714233398438
XGBoost,83.42,82.02264404296875
XGBoost,82.08,83.88463592529297
XGBoost,81.83,81.46400451660156
XGBoost,82.67,81.34788513183594
XGBoost,85.58,83.24323272705078
XGBoost,81.42,83.6531982421875
XGBoost,82.17,81.89009857177734
XGBoost,83.17,83.73786163330078
XGBoost,83.0,83.364501953125
XGBoost,85.33,83.2427978515625
XGBoost,81.58,83.47859191894531
XGBoost,83.75,80.66822052001953
XGBoost,82.5,83.1824951171875
XGBoost,79.5,80.96585845947266
XGBoost,80.08,81.8017807006836
XGBoost,80.67,81.76966094970703
XGBoost,84.25,83.29324340820312
XGBoost,80.83,81.94657897949219
XGBoost,81.5,82.80469512939453
XGBoost,84.25,82.70310974121094
XGBoost,82.83,82.99758911132812
XGBoost,79.83,77.36515808105469
XGBoost,80.42,82.3865737915039
XGBoost,83.0,83.0449447631836
XGBoost,87.08,87.06499481201172
XGBoost,81.08,81.90962982177734
XGBoost,75.17,79.71686553955078
XGBoost,82.5,80.93739318847656
XGBoost,86.0,82.09624481201172
XGBoost,82.67,82.70526885986328
XGBoost,86.08,82.8424072265625
XGBoost,84.25,84.4661865234375
XGBoost,79.33,83.37571716308594
XGBoost,82.0,83.07965087890625
XGBoost,84.33,83.29960632324219
XGBoost,81.92,81.9060287475586
XGBoost,82.0,83.07867431640625
XGBoost,83.5,80.44715881347656
XGBoost,82.58,79.99024200439453
XGBoost,82.08,83.27144622802734
XGBoost,79.92,80.35700988769531
XGBoost,83.92,81.56940460205078
XGBoost,82.92,82.2264404296875
XGBoost,81.5,81.2635726928711
XGBoost,81.42,82.79193878173828
XGBoost,80.17,80.58674621582031
XGBoost,80.25,82.6969985961914
XGBoost,83.08,80.91637420654297
XGBoost,81.83,83.37940979003906
XGBoost,81.17,80.68204498291016
XGBoost,83.25,78.82776641845703
XGBoost,81.0,82.37435913085938
XGBoost,81.83,82.48193359375
XGBoost,86.42,83.41902160644531
XGBoost,82.33,80.66307067871094
XGBoost,74.92,78.84054565429688
XGBoost,82.67,83.51661682128906
XGBoost,85.33,85.008544921875
XGBoost,82.0,83.24340057373047
XGBoost,82.42,84.79358673095703
XGBoost,79.67,80.83135986328125
XGBoost,82.75,83.6097640991211
XGBoost,83.33,83.0449447631836
XGBoost,83.83,81.36238098144531
XGBoost,84.08,81.76309967041016
XGBoost,81.83,81.79956817626953
XGBoost,84.0,83.30010223388672
XGBoost,83.25,82.85680389404297
XGBoost,84.0,81.52265167236328
XGBoost,84.83,81.8526840209961
XGBoost,81.0,82.6846923828125
XGBoost,84.0,82.1237564086914
XGBoost,83.25,82.9980239868164
XGBoost,84.13,83.06410217285156
XGBoost,81.75,81.96087646484375
XGBoost,82.67,82.77742767333984
XGBoost,83.33,83.15209197998047
XGBoost,84.25,82.61428833007812
XGBoost,83.33,82.08602142333984
XGBoost,84.0,83.69861602783203
XGBoost,82.83,81.91368865966797
XGBoost,82.33,83.1904067993164
XGBoost,85.83,83.2058334350586
XGBoost,76.33,80.01168060302734
XGBoost,82.33,81.27862548828125
XGBoost,82.75,83.03977966308594
XGBoost,75.5,82.23291015625
XGBoost,82.67,81.3836441040039
XGBoost,81.83,82.21617126464844
XGBoost,83.0,82.9310531616211
XGBoost,81.08,80.49699401855469
XGBoost,86.0,83.7135238647461
XGBoost,83.17,82.38971710205078
XGBoost,83.17,83.06744384765625
XGBoost,82.92,83.05602264404297
XGBoost,85.17,82.55115509033203
XGBoost,80.67,83.10107421875
XGBoost,84.75,82.39822387695312
XGBoost,84.0,81.22711181640625
XGBoost,80.75,82.67376708984375
XGBoost,80.58,82.04839324951172
XGBoost,74.0,78.10356903076172
XGBoost,82.25,82.49713134765625
XGBoost,82.0,81.2646255493164
XGBoost,82.33,82.54981994628906
XGBoost,84.67,82.60626220703125
XGBoost,83.42,83.1598129272461
XGBoost,83.83,83.27523803710938
XGBoost,82.08,79.64634704589844
XGBoost,80.58,83.0449447631836
XGBoost,83.17,82.57015991210938
XGBoost,79.75,81.58407592773438
XGBoost,80.25,78.8662338256836
XGBoost,80.92,81.46430206298828
XGBoost,80.0,80.23725891113281
XGBoost,79.42,78.75739288330078
XGBoost,86.58,82.2903823852539
XGBoost,82.83,81.04033660888672
XGBoost,83.0,81.89544677734375
XGBoost,86.5,82.66487121582031
XGBoost,83.67,83.32032775878906
XGBoost,83.83,81.89969635009766
XGBoost,83.33,83.0768814086914
XGBoost,84.17,86.95153045654297
XGBoost,85.42,83.44886016845703
XGBoost,82.92,79.47935485839844
XGBoost,84.08,84.4614028930664
XGBoost,83.5,81.94023132324219
XGBoost,81.5,81.28834533691406
XGBoost,78.75,78.46128845214844
XGBoost,83.92,81.54918670654297
XGBoost,82.0,82.38971710205078
XGBoost,83.58,83.20867156982422
XGBoost,82.92,83.15476989746094
XGBoost,86.0,83.85623931884766
XGBoost,84.92,82.50647735595703
XGBoost,84.58,82.5261459350586
XGBoost,83.17,82.12751007080078
XGBoost,82.0,82.26850891113281
XGBoost,81.67,81.72996520996094
XGBoost,84.17,82.2939682006836
XGBoost,82.17,83.5588150024414
XGBoost,73.5,82.37344360351562
XGBoost,78.5,80.90841674804688
XGBoost,81.08,84.29102325439453
XGBoost,84.92,83.13878631591797
XGBoost,80.25,79.7872085571289
XGBoost,80.75,80.11018371582031
XGBoost,80.75,82.35560607910156
XGBoost,81.33,83.364501953125
XGBoost,78.0,80.92595672607422
XGBoost,79.0,81.37157440185547
XGBoost,83.58,83.90025329589844
XGBoost,82.0,82.89804077148438
XGBoost,83.42,81.84912872314453
XGBoost,84.17,81.64157104492188
XGBoost,78.75,82.5268325805664
XGBoost,79.75,80.59119415283203
XGBoost,83.0,82.75325012207031
XGBoost,84.5,82.9858169555664
XGBoost,83.08,81.99913024902344
XGBoost,82.5,81.15800476074219
XGBoost,83.08,83.62638092041016
XGBoost,83.25,83.13878631591797
XGBoost,82.17,82.3793716430664
XGBoost,82.92,82.38092803955078
XGBoost,84.42,83.2413558959961
XGBoost,80.67,82.51710510253906
XGBoost,81.92,82.91375732421875
XGBoost,83.5,81.87705993652344
XGBoost,80.25,82.41295623779297
XGBoost,85.92,83.37630462646484
XGBoost,80.33,82.02074432373047
XGBoost,83.08,82.61986541748047
XGBoost,82.33,82.1364517211914
XGBoost,85.83,85.01900482177734
XGBoost,82.42,80.82574462890625
XGBoost,84.5,81.5550537109375
XGBoost,84.92,82.59294128417969
XGBoost,79.08,81.9946060180664
XGBoost,82.08,82.89795684814453
XGBoost,82.75,80.68885803222656
XGBoost,82.67,82.63211822509766
XGBoost,83.5,83.0528564453125
XGBoost,82.25,83.15032196044922
XGBoost,82.42,83.05748748779297
XGBoost,83.08,82.53886413574219
XGBoost,82.67,82.5099105834961
XGBoost,80.25,82.12451934814453
XGBoost,77.83,82.14801025390625
XGBoost,82.33,81.41638946533203
XGBoost,82.58,82.41899108886719
XGBoost,76.75,81.64344787597656
XGBoost,79.75,81.84891510009766
XGBoost,77.33,78.35842895507812
XGBoost,81.25,82.17919921875
XGBoost,82.75,82.61203002929688
XGBoost,80.5,80.57502746582031
XGBoost,81.67,82.20243835449219
XGBoost,79.0,76.56708526611328
XGBoost,81.5,81.6154556274414
XGBoost,83.42,84.43753814697266
XGBoost,82.75,82.5821304321289
XGBoost,80.58,82.5345687866211
XGBoost,80.5,79.91543579101562
XGBoost,81.67,81.14575958251953
XGBoost,84.5,81.70975494384766
XGBoost,81.5,81.91612243652344
XGBoost,78.58,81.36309051513672
XGBoost,83.25,84.56095886230469
XGBoost,83.75,81.45626068115234
XGBoost,81.08,78.2647933959961
XGBoost,84.25,80.46511840820312
XGBoost,81.83,80.74398803710938
XGBoost,83.75,81.89544677734375
XGBoost,84.67,81.26126861572266
XGBoost,81.67,81.89544677734375
XGBoost,83.5,83.31288146972656
XGBoost,82.92,83.51661682128906
XGBoost,82.75,81.80584716796875
XGBoost,80.25,82.01695251464844
XGBoost,82.42,82.11406707763672
XGBoost,83.75,80.1001968383789
XGBoost,84.25,83.55138397216797
XGBoost,82.25,81.68881225585938
XGBoost,81.92,82.71641540527344
XGBoost,83.83,83.220703125
XGBoost,88.08,87.65724182128906
XGBoost,84.58,84.96873474121094
GradientBoosting,82.75,81.39310802725402
GradientBoosting,83.58,81.70721979194909
GradientBoosting,82.25,81.6200558277569
GradientBoosting,80.83,81.58835869219457
GradientBoosting,79.67,81.36294555348874
GradientBoosting,81.08,83.31498027953734
GradientBoosting,83.08,83.15074076318714
GradientBoosting,82.67,82.11724063741609
GradientBoosting,81.67,82.62679531084501
GradientBoosting,85.33,83.63907469738538
GradientBoosting,82.25,82.33283896763429
GradientBoosting,79.92,81.1546724741118
GradientBoosting,82.33,82.41402792151506
GradientBoosting,83.17,81.98684483005692
GradientBoosting,81.25,82.24271666160627
GradientBoosting,86.08,84.4610800753284
GradientBoosting,85.5,81.87002257131286
GradientBoosting,82.33,81.96822041113543
GradientBoosting,82.42,80.9520806390613
GradientBoosting,83.5,83.16377298207145
GradientBoosting,83.25,81.48461852127508
GradientBoosting,81.17,82.95194289595251
GradientBoosting,80.67,81.5135131526345
GradientBoosting,85.0,83.5155025848905
GradientBoosting,83.08,83.2841486612737
GradientBoosting,83.92,82.20232509910458
GradientBoosting,78.58,81.44396009581624
GradientBoosting,84.17,79.1270568159363
GradientBoosting,81.83,82.51986357378135
GradientBoosting,83.58,83.35019013531611
GradientBoosting,76.5,81.7300453487453
GradientBoosting,83.42,82.1174078461527
GradientBoosting,82.08,83.70433280350088
GradientBoosting,81.83,81.43843038860003
GradientBoosting,82.67,81.4757739864244
GradientBoosting,85.58,83.35501432873804
GradientBoosting,81.42,83.36652358821281
GradientBoosting,82.17,82.00706082338226
GradientBoosting,83.17,83.3005244032301
GradientBoosting,83.0,83.3008317429666
GradientBoosting,85.33,83.34038422553233
GradientBoosting,81.58,83.134560555167
GradientBoosting,83.75,80.28226227346477
GradientBoosting,82.5,84.3121529806698
GradientBoosting,79.5,81.230187638556
GradientBoosting,80.08,81.64484877561371
GradientBoosting,80.67,81.875116328105
GradientBoosting,84.25,83.23643605558745
GradientBoosting,80.83,82.15110699170093
GradientBoosting,81.5,82.72219581566851
GradientBoosting,84.25,82.86874532098446
GradientBoosting,82.83,83.03716938819626
GradientBoosting,79.83,77.48488882258043
GradientBoosting,80.42,82.7791658269762
GradientBoosting,83.0,82.76582420045382
GradientBoosting,87.08,87.00952930003668
GradientBoosting,81.08,81.83756254116231
GradientBoosting,75.17,79.9304226013338
GradientBoosting,82.5,80.9293119240532
GradientBoosting,86.0,82.02802371421538
GradientBoosting,82.67,83.00366735319139
GradientBoosting,86.08,82.77403347063824
GradientBoosting,84.25,84.4926794448541
GradientBoosting,79.33,84.1400481932231
GradientBoosting,82.0,82.7069551981136
GradientBoosting,84.33,83.34127034330572
GradientBoosting,81.92,81.97374313247714
GradientBoosting,82.0,83.04974309593928
GradientBoosting,83.5,81.17295094160701
GradientBoosting,82.58,80.41413768741756
GradientBoosting,82.08,83.24738821012976
GradientBoosting,79.92,80.20681908121024
GradientBoosting,83.92,81.3842943592185
GradientBoosting,82.92,82.29327162657043
GradientBoosting,81.5,81.23564673689441
GradientBoosting,81.42,82.40204284410932
GradientBoosting,80.17,80.65045694259146
GradientBoosting,80.25,82.44904937158736
GradientBoosting,83.08,81.13153742783905
GradientBoosting,81.83,83.3328240763816
GradientBoosting,81.17,80.62486014621237
GradientBoosting,83.25,79.48699410206171
GradientBoosting,81.0,82.30088974471273
GradientBoosting,81.83,82.47391740134005
GradientBoosting,86.42,83.19649960749778
GradientBoosting,82.33,79.97932755220415
GradientBoosting,74.92,78.73873809708785
GradientBoosting,82.67,83.4408886526132
GradientBoosting,85.33,85.00088414526815
GradientBoosting,82.0,83.26696068587594
GradientBoosting,82.42,84.47183036470616
GradientBoosting,79.67,80.39041156806967
GradientBoosting,82.75,83.57463989169977
GradientBoosting,83.33,82.76582420045382
GradientBoosting,83.83,81.82620460046269
GradientBoosting,84.08,81.93358678463433
GradientBoosting,81.83,81.69915133658802
GradientBoosting,84.0,83.05664317996045
GradientBoosting,83.25,82.82908770687781
GradientBoosting,84.0,81.66304048303486
GradientBoosting,84.83,81.77629861160337
GradientBoosting,81.0,82.83156011556247
GradientBoosting,84.0,82.08345552932788
GradientBoosting,83.25,83.1140936565667
GradientBoosting,84.13,83.0090150839895
GradientBoosting,81.75,82.08223680860947
GradientBoosting,82.67,83.08077409618828
GradientBoosting,83.33,83.21938733509803
GradientBoosting,84.25,82.51842585383199
GradientBoosting,83.33,82.04176547818973
GradientBoosting,84.0,83.6731271561557
GradientBoosting,82.83,81.48644605314468
GradientBoosting,82.33,83.20079988163008
GradientBoosting,85.83,83.19201677090842
GradientBoosting,76.33,79.78759946000913
GradientBoosting,82.33,81.59283752541272
GradientBoosting,82.75,83.00584611443409
GradientBoosting,75.5,80.34430287918514
GradientBoosting,82.67,81.1220552846455
GradientBoosting,81.83,82.40886568863466
GradientBoosting,83.0,82.67645562561654
GradientBoosting,81.08,80.5395905805785
GradientBoosting,86.0,83.6905555614079
GradientBoosting,83.17,82.48881762486485
GradientBoosting,83.17,83.06881899951446
GradientBoosting,82.92,82.95005322592917
GradientBoosting,85.17,82.54684784066512
GradientBoosting,80.67,82.94060173956343
GradientBoosting,84.75,82.19960996096913
GradientBoosting,84.0,80.90021258125356
GradientBoosting,80.75,82.36957869216961
GradientBoosting,80.58,81.95882098383773
GradientBoosting,74.0,78.98313858012862
GradientBoosting,82.25,82.36239290490342
GradientBoosting,82.0,81.32973743174396
GradientBoosting,82.33,82.60007900798934
GradientBoosting,84.67,82.4485889888998
GradientBoosting,83.42,83.07698868376208
GradientBoosting,83.83,83.28525072560369
GradientBoosting,82.08,79.3585454896158
GradientBoosting,80.58,82.76582420045382
GradientBoosting,83.17,82.51070860188032
GradientBoosting,79.75,81.3165426924865
GradientBoosting,80.25,79.15817004724629
GradientBoosting,80.92,81.7937061697758
GradientBoosting,80.0,79.71138474160418
GradientBoosting,79.42,78.5630011975023
GradientBoosting,86.58,82.40454807846399
GradientBoosting,82.83,80.98684509717059
GradientBoosting,83.0,82.00706082338226
GradientBoosting,86.5,82.27038055735669
GradientBoosting,83.67,83.43341845061133
GradientBoosting,83.83,81.83969280137394
GradientBoosting,83.33,83.04862849643129
GradientBoosting,84.17,86.22084893184497
GradientBoosting,85.42,83.48162872375683
GradientBoosting,82.92,79.07642811751276
GradientBoosting,84.08,84.53332848114415
GradientBoosting,83.5,81.57682143937228
GradientBoosting,81.5,81.15976738253012
GradientBoosting,78.75,78.8914402984228
GradientBoosting,83.92,81.89259804691953
GradientBoosting,82.0,82.48881762486485
GradientBoosting,83.58,83.11535991553609
GradientBoosting,82.92,83.30459249809692
GradientBoosting,86.0,83.81943247915774
GradientBoosting,84.92,82.51734134145742
GradientBoosting,84.58,82.57519748490667
GradientBoosting,83.17,82.03730857929406
GradientBoosting,82.0,82.01984442258137
GradientBoosting,81.67,82.21157580401007
GradientBoosting,84.17,82.0041604220052
GradientBoosting,82.17,83.56270236766333
GradientBoosting,73.5,82.4536782378065
GradientBoosting,78.5,81.22301359599507
GradientBoosting,81.08,84.33161885427839
GradientBoosting,84.92,83.1340537941503
GradientBoosting,80.25,80.19414439084449
GradientBoosting,80.75,78.41575384925203
GradientBoosting,80.75,82.27063535916656
GradientBoosting,81.33,83.3008317429666
GradientBoosting,78.0,80.8151761730026
GradientBoosting,79.0,81.45400820067269
GradientBoosting,83.58,84.10365432141784
GradientBoosting,82.0,82.83752507548685
GradientBoosting,83.42,81.97441412420875
GradientBoosting,84.17,81.9332534778528
GradientBoosting,78.75,82.51219172874535
